segment_filename,label
b0131_segment_01_spectrogram,0
b0132_segment_00_spectrogram,0
b0132_segment_01_spectrogram,0
b0133_segment_00_spectrogram,0
b0133_segment_01_spectrogram,0
b0134_segment_00_spectrogram,0
b0134_segment_01_spectrogram,0
b0135_segment_00_spectrogram,0
b0135_segment_01_spectrogram,0
b0136_segment_00_spectrogram,1
b0136_segment_01_spectrogram,1
b0137_segment_00_spectrogram,1
b0137_segment_01_spectrogram,1
b0138_segment_00_spectrogram,0
b0138_segment_01_spectrogram,0
b0139_segment_00_spectrogram,0
b0139_segment_01_spectrogram,0
b0140_segment_00_spectrogram,1
b0140_segment_01_spectrogram,1
b0141_segment_00_spectrogram,0
b0141_segment_01_spectrogram,0
b0142_segment_00_spectrogram,0
b0142_segment_01_spectrogram,0
b0143_segment_00_spectrogram,0
b0143_segment_01_spectrogram,0
b0144_segment_00_spectrogram,0
b0144_segment_01_spectrogram,0
b0145_segment_00_spectrogram,0
b0145_segment_01_spectrogram,0
b0146_segment_00_spectrogram,0
b0146_segment_01_spectrogram,0
b0147_segment_00_spectrogram,0
b0147_segment_01_spectrogram,0
b0148_segment_00_spectrogram,1
b0148_segment_01_spectrogram,1
b0149_segment_00_spectrogram,0
b0149_segment_01_spectrogram,0
b0150_segment_00_spectrogram,0
b0150_segment_01_spectrogram,0
b0151_segment_00_spectrogram,0
b0152_segment_00_spectrogram,0
b0152_segment_01_spectrogram,0
b0153_segment_00_spectrogram,0
b0153_segment_01_spectrogram,0
b0154_segment_00_spectrogram,0
b0154_segment_01_spectrogram,0
b0155_segment_00_spectrogram,1
b0155_segment_01_spectrogram,1
b0156_segment_00_spectrogram,0
b0156_segment_01_spectrogram,0
b0157_segment_00_spectrogram,0
b0157_segment_01_spectrogram,0
b0158_segment_00_spectrogram,0
b0158_segment_01_spectrogram,0
b0159_segment_00_spectrogram,1
b0159_segment_01_spectrogram,1
b0160_segment_00_spectrogram,0
b0160_segment_01_spectrogram,0
b0161_segment_00_spectrogram,0
b0161_segment_01_spectrogram,0
b0162_segment_00_spectrogram,0
b0162_segment_01_spectrogram,0
b0163_segment_00_spectrogram,0
b0163_segment_01_spectrogram,0
b0164_segment_00_spectrogram,1
b0164_segment_01_spectrogram,1
b0165_segment_00_spectrogram,0
b0165_segment_01_spectrogram,0
b0166_segment_00_spectrogram,0
b0166_segment_01_spectrogram,0
b0167_segment_00_spectrogram,0
b0167_segment_01_spectrogram,0
b0168_segment_00_spectrogram,0
b0168_segment_01_spectrogram,0
b0169_segment_00_spectrogram,0
b0169_segment_01_spectrogram,0
b0170_segment_00_spectrogram,0
b0170_segment_01_spectrogram,0
b0171_segment_00_spectrogram,1
b0171_segment_01_spectrogram,1
b0172_segment_00_spectrogram,0
b0172_segment_01_spectrogram,0
b0173_segment_00_spectrogram,0
b0173_segment_01_spectrogram,0
b0174_segment_00_spectrogram,0
b0174_segment_01_spectrogram,0
b0175_segment_00_spectrogram,0
b0175_segment_01_spectrogram,0
b0176_segment_00_spectrogram,1
b0176_segment_01_spectrogram,1
b0177_segment_00_spectrogram,0
b0177_segment_01_spectrogram,0
b0178_segment_00_spectrogram,0
b0178_segment_01_spectrogram,0
b0179_segment_00_spectrogram,0
b0179_segment_01_spectrogram,0
b0180_segment_00_spectrogram,0
b0180_segment_01_spectrogram,0
b0181_segment_00_spectrogram,0
b0181_segment_01_spectrogram,0
b0182_segment_00_spectrogram,0
b0182_segment_01_spectrogram,0
b0183_segment_00_spectrogram,0
b0183_segment_01_spectrogram,0
b0184_segment_00_spectrogram,0
b0184_segment_01_spectrogram,0
b0185_segment_00_spectrogram,0
b0185_segment_01_spectrogram,0
b0186_segment_00_spectrogram,0
b0186_segment_01_spectrogram,0
b0187_segment_00_spectrogram,0
b0187_segment_01_spectrogram,0
b0188_segment_00_spectrogram,0
b0188_segment_01_spectrogram,0
b0189_segment_00_spectrogram,0
b0189_segment_01_spectrogram,0
b0190_segment_00_spectrogram,1
b0190_segment_01_spectrogram,1
b0191_segment_00_spectrogram,0
b0191_segment_01_spectrogram,0
b0192_segment_00_spectrogram,0
b0192_segment_01_spectrogram,0
b0193_segment_00_spectrogram,0
b0193_segment_01_spectrogram,0
b0194_segment_00_spectrogram,0
b0194_segment_01_spectrogram,0
b0195_segment_00_spectrogram,0
b0195_segment_01_spectrogram,0
b0196_segment_00_spectrogram,0
b0196_segment_01_spectrogram,0
b0197_segment_00_spectrogram,1
b0197_segment_01_spectrogram,1
b0198_segment_00_spectrogram,0
b0198_segment_01_spectrogram,0
b0199_segment_00_spectrogram,0
b0199_segment_01_spectrogram,0
b0200_segment_00_spectrogram,0
b0200_segment_01_spectrogram,0
b0201_segment_00_spectrogram,0
b0201_segment_01_spectrogram,0
b0202_segment_00_spectrogram,0
b0202_segment_01_spectrogram,0
b0203_segment_00_spectrogram,0
b0203_segment_01_spectrogram,0
b0204_segment_00_spectrogram,0
b0204_segment_01_spectrogram,0
b0205_segment_00_spectrogram,0
b0205_segment_01_spectrogram,0
b0206_segment_00_spectrogram,0
b0206_segment_01_spectrogram,0
b0207_segment_00_spectrogram,0
b0207_segment_01_spectrogram,0
b0208_segment_00_spectrogram,1
b0208_segment_01_spectrogram,1
b0209_segment_00_spectrogram,0
b0209_segment_01_spectrogram,0
b0210_segment_00_spectrogram,0
b0210_segment_01_spectrogram,0
b0211_segment_00_spectrogram,0
b0211_segment_01_spectrogram,0
b0212_segment_00_spectrogram,0
b0212_segment_01_spectrogram,0
b0213_segment_00_spectrogram,0
b0213_segment_01_spectrogram,0
b0214_segment_00_spectrogram,0
b0214_segment_01_spectrogram,0
b0215_segment_00_spectrogram,0
b0215_segment_01_spectrogram,0
b0216_segment_00_spectrogram,0
b0216_segment_01_spectrogram,0
b0217_segment_00_spectrogram,0
b0217_segment_01_spectrogram,0
b0218_segment_00_spectrogram,0
b0218_segment_01_spectrogram,0
b0219_segment_00_spectrogram,0
b0219_segment_01_spectrogram,0
b0220_segment_00_spectrogram,0
b0220_segment_01_spectrogram,0
b0221_segment_00_spectrogram,1
b0221_segment_01_spectrogram,1
b0222_segment_00_spectrogram,0
b0222_segment_01_spectrogram,0
b0223_segment_00_spectrogram,0
b0223_segment_01_spectrogram,0
b0224_segment_00_spectrogram,1
b0224_segment_01_spectrogram,1
b0225_segment_00_spectrogram,0
b0225_segment_01_spectrogram,0
b0226_segment_00_spectrogram,0
b0226_segment_01_spectrogram,0
b0227_segment_00_spectrogram,0
b0227_segment_01_spectrogram,0
b0228_segment_00_spectrogram,0
b0228_segment_01_spectrogram,0
b0229_segment_00_spectrogram,0
b0229_segment_01_spectrogram,0
b0230_segment_00_spectrogram,0
b0230_segment_01_spectrogram,0
b0231_segment_00_spectrogram,0
b0231_segment_01_spectrogram,0
b0232_segment_00_spectrogram,1
b0232_segment_01_spectrogram,1
b0233_segment_00_spectrogram,1
b0233_segment_01_spectrogram,1
b0234_segment_00_spectrogram,0
b0234_segment_01_spectrogram,0
b0235_segment_00_spectrogram,1
b0235_segment_01_spectrogram,1
b0236_segment_00_spectrogram,0
b0236_segment_01_spectrogram,0
b0237_segment_00_spectrogram,0
b0237_segment_01_spectrogram,0
b0238_segment_00_spectrogram,1
b0238_segment_01_spectrogram,1
b0239_segment_00_spectrogram,1
b0239_segment_01_spectrogram,1
b0240_segment_00_spectrogram,0
b0240_segment_01_spectrogram,0
b0241_segment_00_spectrogram,0
b0241_segment_01_spectrogram,0
b0242_segment_00_spectrogram,1
b0242_segment_01_spectrogram,1
b0243_segment_00_spectrogram,1
b0243_segment_01_spectrogram,1
b0244_segment_00_spectrogram,0
b0244_segment_01_spectrogram,0
b0245_segment_00_spectrogram,0
b0245_segment_01_spectrogram,0
b0246_segment_00_spectrogram,0
b0246_segment_01_spectrogram,0
b0247_segment_00_spectrogram,0
b0247_segment_01_spectrogram,0
b0248_segment_00_spectrogram,1
b0248_segment_01_spectrogram,1
b0249_segment_00_spectrogram,0
b0249_segment_01_spectrogram,0
b0250_segment_00_spectrogram,0
b0250_segment_01_spectrogram,0
b0251_segment_00_spectrogram,1
b0251_segment_01_spectrogram,1
b0252_segment_00_spectrogram,0
b0252_segment_01_spectrogram,0
b0253_segment_00_spectrogram,1
b0253_segment_01_spectrogram,1
b0254_segment_00_spectrogram,0
b0254_segment_01_spectrogram,0
b0255_segment_00_spectrogram,0
b0255_segment_01_spectrogram,0
b0256_segment_00_spectrogram,0
b0256_segment_01_spectrogram,0
b0257_segment_00_spectrogram,1
b0257_segment_01_spectrogram,1
b0258_segment_00_spectrogram,0
b0258_segment_01_spectrogram,0
b0259_segment_00_spectrogram,0
b0259_segment_01_spectrogram,0
b0260_segment_00_spectrogram,0
b0260_segment_01_spectrogram,0
b0261_segment_00_spectrogram,0
b0261_segment_01_spectrogram,0
b0262_segment_00_spectrogram,1
b0262_segment_01_spectrogram,1
b0263_segment_00_spectrogram,1
b0263_segment_01_spectrogram,1
b0264_segment_00_spectrogram,0
b0264_segment_01_spectrogram,0
b0265_segment_00_spectrogram,1
b0265_segment_01_spectrogram,1
b0266_segment_00_spectrogram,0
b0266_segment_01_spectrogram,0
b0267_segment_00_spectrogram,1
b0267_segment_01_spectrogram,1
b0268_segment_00_spectrogram,0
b0268_segment_01_spectrogram,0
b0269_segment_00_spectrogram,0
b0269_segment_01_spectrogram,0
b0270_segment_00_spectrogram,0
b0270_segment_01_spectrogram,0
b0271_segment_00_spectrogram,1
b0271_segment_01_spectrogram,1
b0272_segment_00_spectrogram,0
b0273_segment_00_spectrogram,1
b0274_segment_00_spectrogram,0
b0274_segment_01_spectrogram,0
b0275_segment_00_spectrogram,0
b0275_segment_01_spectrogram,0
b0276_segment_00_spectrogram,0
b0276_segment_01_spectrogram,0
b0277_segment_00_spectrogram,0
b0277_segment_01_spectrogram,0
b0278_segment_00_spectrogram,1
b0278_segment_01_spectrogram,1
b0279_segment_00_spectrogram,1
b0279_segment_01_spectrogram,1
b0280_segment_00_spectrogram,1
b0280_segment_01_spectrogram,1
b0281_segment_00_spectrogram,0
b0281_segment_01_spectrogram,0
b0282_segment_00_spectrogram,0
b0282_segment_01_spectrogram,0
b0283_segment_00_spectrogram,0
b0283_segment_01_spectrogram,0
b0284_segment_00_spectrogram,1
b0284_segment_01_spectrogram,1
b0285_segment_00_spectrogram,0
b0285_segment_01_spectrogram,0
b0286_segment_00_spectrogram,0
b0286_segment_01_spectrogram,0
b0287_segment_00_spectrogram,0
b0287_segment_01_spectrogram,0
b0288_segment_00_spectrogram,0
b0288_segment_01_spectrogram,0
b0289_segment_00_spectrogram,0
b0289_segment_01_spectrogram,0
b0290_segment_00_spectrogram,0
b0290_segment_01_spectrogram,0
b0291_segment_00_spectrogram,0
b0292_segment_00_spectrogram,1
b0293_segment_00_spectrogram,0
b0293_segment_01_spectrogram,0
b0294_segment_00_spectrogram,0
b0294_segment_01_spectrogram,0
b0295_segment_00_spectrogram,1
b0295_segment_01_spectrogram,1
b0296_segment_00_spectrogram,0
b0296_segment_01_spectrogram,0
b0297_segment_00_spectrogram,0
b0297_segment_01_spectrogram,0
b0298_segment_00_spectrogram,0
b0298_segment_01_spectrogram,0
b0299_segment_00_spectrogram,1
b0299_segment_01_spectrogram,1
b0300_segment_00_spectrogram,0
b0300_segment_01_spectrogram,0
b0301_segment_00_spectrogram,0
b0301_segment_01_spectrogram,0
b0302_segment_00_spectrogram,0
b0302_segment_01_spectrogram,0
b0303_segment_00_spectrogram,0
b0303_segment_01_spectrogram,0
b0304_segment_00_spectrogram,0
b0304_segment_01_spectrogram,0
b0305_segment_00_spectrogram,0
b0305_segment_01_spectrogram,0
b0306_segment_00_spectrogram,0
b0306_segment_01_spectrogram,0
b0307_segment_00_spectrogram,1
b0307_segment_01_spectrogram,1
b0308_segment_00_spectrogram,0
b0308_segment_01_spectrogram,0
b0309_segment_00_spectrogram,0
b0309_segment_01_spectrogram,0
b0310_segment_00_spectrogram,0
b0310_segment_01_spectrogram,0
b0311_segment_00_spectrogram,0
b0311_segment_01_spectrogram,0
b0312_segment_00_spectrogram,0
b0312_segment_01_spectrogram,0
b0313_segment_00_spectrogram,0
b0313_segment_01_spectrogram,0
b0314_segment_00_spectrogram,0
b0314_segment_01_spectrogram,0
b0315_segment_00_spectrogram,0
b0315_segment_01_spectrogram,0
b0316_segment_00_spectrogram,0
b0316_segment_01_spectrogram,0
b0317_segment_00_spectrogram,0
b0317_segment_01_spectrogram,0
b0318_segment_00_spectrogram,1
b0318_segment_01_spectrogram,1
b0319_segment_00_spectrogram,1
b0319_segment_01_spectrogram,1
b0320_segment_00_spectrogram,0
b0320_segment_01_spectrogram,0
b0321_segment_00_spectrogram,0
b0321_segment_01_spectrogram,0
b0322_segment_00_spectrogram,0
b0322_segment_01_spectrogram,0
b0323_segment_00_spectrogram,0
b0323_segment_01_spectrogram,0
b0324_segment_00_spectrogram,0
b0324_segment_01_spectrogram,0
b0325_segment_00_spectrogram,0
b0325_segment_01_spectrogram,0
b0326_segment_00_spectrogram,0
b0326_segment_01_spectrogram,0
b0327_segment_00_spectrogram,1
b0327_segment_01_spectrogram,1
b0328_segment_00_spectrogram,0
b0328_segment_01_spectrogram,0
b0329_segment_00_spectrogram,0
b0329_segment_01_spectrogram,0
b0330_segment_00_spectrogram,0
b0330_segment_01_spectrogram,0
b0331_segment_00_spectrogram,0
b0331_segment_01_spectrogram,0
b0332_segment_00_spectrogram,0
b0332_segment_01_spectrogram,0
b0333_segment_00_spectrogram,0
b0333_segment_01_spectrogram,0
b0334_segment_00_spectrogram,1
b0334_segment_01_spectrogram,1
b0335_segment_00_spectrogram,1
b0335_segment_01_spectrogram,1
b0336_segment_00_spectrogram,0
b0336_segment_01_spectrogram,0
b0337_segment_00_spectrogram,0
b0337_segment_01_spectrogram,0
b0338_segment_00_spectrogram,0
b0338_segment_01_spectrogram,0
b0339_segment_00_spectrogram,0
b0339_segment_01_spectrogram,0
b0340_segment_00_spectrogram,0
b0340_segment_01_spectrogram,0
b0341_segment_00_spectrogram,1
b0341_segment_01_spectrogram,1
b0342_segment_00_spectrogram,1
b0342_segment_01_spectrogram,1
b0343_segment_00_spectrogram,0
b0343_segment_01_spectrogram,0
b0344_segment_00_spectrogram,1
b0344_segment_01_spectrogram,1
b0345_segment_00_spectrogram,0
b0345_segment_01_spectrogram,0
b0346_segment_00_spectrogram,0
b0346_segment_01_spectrogram,0
b0347_segment_00_spectrogram,0
b0347_segment_01_spectrogram,0
b0348_segment_00_spectrogram,0
b0348_segment_01_spectrogram,0
b0349_segment_00_spectrogram,1
b0349_segment_01_spectrogram,1
b0350_segment_00_spectrogram,0
b0350_segment_01_spectrogram,0
b0351_segment_00_spectrogram,0
b0351_segment_01_spectrogram,0
b0352_segment_00_spectrogram,0
b0352_segment_01_spectrogram,0
b0353_segment_00_spectrogram,0
b0353_segment_01_spectrogram,0
b0354_segment_00_spectrogram,0
b0354_segment_01_spectrogram,0
b0355_segment_00_spectrogram,0
b0355_segment_01_spectrogram,0
b0356_segment_00_spectrogram,0
b0356_segment_01_spectrogram,0
b0357_segment_00_spectrogram,0
b0357_segment_01_spectrogram,0
b0358_segment_00_spectrogram,0
b0358_segment_01_spectrogram,0
b0359_segment_00_spectrogram,0
b0359_segment_01_spectrogram,0
b0360_segment_00_spectrogram,0
b0360_segment_01_spectrogram,0
b0361_segment_00_spectrogram,1
b0361_segment_01_spectrogram,1
b0362_segment_00_spectrogram,0
b0362_segment_01_spectrogram,0
b0363_segment_00_spectrogram,0
b0363_segment_01_spectrogram,0
b0364_segment_00_spectrogram,0
b0364_segment_01_spectrogram,0
b0365_segment_00_spectrogram,1
b0365_segment_01_spectrogram,1
b0366_segment_00_spectrogram,0
b0366_segment_01_spectrogram,0
b0367_segment_00_spectrogram,1
b0367_segment_01_spectrogram,1
b0368_segment_00_spectrogram,0
b0368_segment_01_spectrogram,0
b0369_segment_00_spectrogram,1
b0369_segment_01_spectrogram,1
b0370_segment_00_spectrogram,0
b0370_segment_01_spectrogram,0
b0371_segment_00_spectrogram,0
b0371_segment_01_spectrogram,0
b0372_segment_00_spectrogram,0
b0372_segment_01_spectrogram,0
b0373_segment_00_spectrogram,0
b0373_segment_01_spectrogram,0
b0374_segment_00_spectrogram,0
b0374_segment_01_spectrogram,0
b0375_segment_00_spectrogram,0
b0375_segment_01_spectrogram,0
b0376_segment_00_spectrogram,0
b0376_segment_01_spectrogram,0
b0377_segment_00_spectrogram,0
b0377_segment_01_spectrogram,0
b0378_segment_00_spectrogram,0
b0378_segment_01_spectrogram,0
b0379_segment_00_spectrogram,0
b0379_segment_01_spectrogram,0
b0380_segment_00_spectrogram,0
b0380_segment_01_spectrogram,0
b0381_segment_00_spectrogram,0
b0381_segment_01_spectrogram,0
b0382_segment_00_spectrogram,0
b0382_segment_01_spectrogram,0
b0383_segment_00_spectrogram,0
b0383_segment_01_spectrogram,0
b0384_segment_00_spectrogram,1
b0384_segment_01_spectrogram,1
b0385_segment_00_spectrogram,1
b0385_segment_01_spectrogram,1
b0386_segment_00_spectrogram,0
b0386_segment_01_spectrogram,0
b0387_segment_00_spectrogram,0
b0387_segment_01_spectrogram,0
b0388_segment_00_spectrogram,0
b0388_segment_01_spectrogram,0
b0389_segment_00_spectrogram,0
b0389_segment_01_spectrogram,0
b0390_segment_00_spectrogram,1
b0390_segment_01_spectrogram,1
b0391_segment_00_spectrogram,0
b0391_segment_01_spectrogram,0
b0392_segment_00_spectrogram,0
b0392_segment_01_spectrogram,0
b0393_segment_00_spectrogram,0
b0393_segment_01_spectrogram,0
b0394_segment_00_spectrogram,0
b0394_segment_01_spectrogram,0
b0395_segment_00_spectrogram,1
b0395_segment_01_spectrogram,1
b0396_segment_00_spectrogram,0
b0396_segment_01_spectrogram,0
b0397_segment_00_spectrogram,1
b0397_segment_01_spectrogram,1
b0398_segment_00_spectrogram,0
b0398_segment_01_spectrogram,0
b0399_segment_00_spectrogram,0
b0399_segment_01_spectrogram,0
b0400_segment_00_spectrogram,0
b0400_segment_01_spectrogram,0
b0401_segment_00_spectrogram,0
b0401_segment_01_spectrogram,0
b0402_segment_00_spectrogram,0
b0402_segment_01_spectrogram,0
b0403_segment_00_spectrogram,0
b0403_segment_01_spectrogram,0
b0404_segment_00_spectrogram,0
b0404_segment_01_spectrogram,0
b0405_segment_00_spectrogram,0
b0405_segment_01_spectrogram,0
b0406_segment_00_spectrogram,0
b0406_segment_01_spectrogram,0
b0407_segment_00_spectrogram,0
b0407_segment_01_spectrogram,0
b0408_segment_00_spectrogram,1
b0408_segment_01_spectrogram,1
b0409_segment_00_spectrogram,1
b0410_segment_00_spectrogram,0
b0410_segment_01_spectrogram,0
b0411_segment_00_spectrogram,0
b0411_segment_01_spectrogram,0
b0412_segment_00_spectrogram,0
b0412_segment_01_spectrogram,0
b0413_segment_00_spectrogram,1
b0413_segment_01_spectrogram,1
b0414_segment_00_spectrogram,0
b0414_segment_01_spectrogram,0
b0415_segment_00_spectrogram,0
b0415_segment_01_spectrogram,0
b0416_segment_00_spectrogram,0
b0416_segment_01_spectrogram,0
b0417_segment_00_spectrogram,0
b0417_segment_01_spectrogram,0
b0418_segment_00_spectrogram,1
b0418_segment_01_spectrogram,1
b0419_segment_00_spectrogram,0
b0419_segment_01_spectrogram,0
b0420_segment_00_spectrogram,0
b0420_segment_01_spectrogram,0
b0421_segment_00_spectrogram,0
b0421_segment_01_spectrogram,0
b0422_segment_00_spectrogram,1
b0422_segment_01_spectrogram,1
b0423_segment_00_spectrogram,0
b0423_segment_01_spectrogram,0
b0424_segment_00_spectrogram,0
b0424_segment_01_spectrogram,0
b0425_segment_00_spectrogram,0
b0425_segment_01_spectrogram,0
b0426_segment_00_spectrogram,0
b0426_segment_01_spectrogram,0
b0427_segment_00_spectrogram,1
b0427_segment_01_spectrogram,1
b0428_segment_00_spectrogram,1
b0428_segment_01_spectrogram,1
b0429_segment_00_spectrogram,0
b0429_segment_01_spectrogram,0
b0430_segment_00_spectrogram,0
b0430_segment_01_spectrogram,0
b0431_segment_00_spectrogram,0
b0431_segment_01_spectrogram,0
b0432_segment_00_spectrogram,0
b0432_segment_01_spectrogram,0
b0433_segment_00_spectrogram,0
b0433_segment_01_spectrogram,0
b0434_segment_00_spectrogram,0
b0434_segment_01_spectrogram,0
b0435_segment_00_spectrogram,0
b0435_segment_01_spectrogram,0
b0436_segment_00_spectrogram,1
b0436_segment_01_spectrogram,1
b0437_segment_00_spectrogram,1
b0437_segment_01_spectrogram,1
b0438_segment_00_spectrogram,0
b0438_segment_01_spectrogram,0
b0439_segment_00_spectrogram,0
b0439_segment_01_spectrogram,0
b0440_segment_00_spectrogram,0
b0440_segment_01_spectrogram,0
b0441_segment_00_spectrogram,0
b0442_segment_00_spectrogram,0
b0442_segment_01_spectrogram,0
b0443_segment_00_spectrogram,0
b0443_segment_01_spectrogram,0
b0444_segment_00_spectrogram,1
b0444_segment_01_spectrogram,1
b0445_segment_00_spectrogram,0
b0445_segment_01_spectrogram,0
b0446_segment_00_spectrogram,1
b0446_segment_01_spectrogram,1
b0447_segment_00_spectrogram,0
b0447_segment_01_spectrogram,0
b0448_segment_00_spectrogram,0
b0448_segment_01_spectrogram,0
b0449_segment_00_spectrogram,0
b0449_segment_01_spectrogram,0
b0450_segment_00_spectrogram,1
b0450_segment_01_spectrogram,1
b0451_segment_00_spectrogram,0
b0451_segment_01_spectrogram,0
b0452_segment_00_spectrogram,0
b0452_segment_01_spectrogram,0
b0453_segment_00_spectrogram,0
b0453_segment_01_spectrogram,0
b0454_segment_00_spectrogram,0
b0454_segment_01_spectrogram,0
b0455_segment_00_spectrogram,1
b0456_segment_00_spectrogram,0
b0456_segment_01_spectrogram,0
b0457_segment_00_spectrogram,0
b0457_segment_01_spectrogram,0
b0458_segment_00_spectrogram,0
b0458_segment_01_spectrogram,0
b0459_segment_00_spectrogram,0
b0459_segment_01_spectrogram,0
b0460_segment_00_spectrogram,0
b0460_segment_01_spectrogram,0
b0461_segment_00_spectrogram,0
b0461_segment_01_spectrogram,0
b0462_segment_00_spectrogram,0
b0462_segment_01_spectrogram,0
b0463_segment_00_spectrogram,0
b0463_segment_01_spectrogram,0
b0464_segment_00_spectrogram,0
b0464_segment_01_spectrogram,0
b0465_segment_00_spectrogram,1
b0465_segment_01_spectrogram,1
b0466_segment_00_spectrogram,0
b0466_segment_01_spectrogram,0
b0467_segment_00_spectrogram,1
b0467_segment_01_spectrogram,1
b0468_segment_00_spectrogram,1
b0468_segment_01_spectrogram,1
b0469_segment_00_spectrogram,0
b0469_segment_01_spectrogram,0
b0470_segment_00_spectrogram,0
b0470_segment_01_spectrogram,0
b0471_segment_00_spectrogram,1
b0471_segment_01_spectrogram,1
b0472_segment_00_spectrogram,0
b0472_segment_01_spectrogram,0
b0473_segment_00_spectrogram,0
b0473_segment_01_spectrogram,0
b0474_segment_00_spectrogram,1
b0474_segment_01_spectrogram,1
b0475_segment_00_spectrogram,0
b0475_segment_01_spectrogram,0
b0476_segment_00_spectrogram,1
b0476_segment_01_spectrogram,1
b0477_segment_00_spectrogram,0
b0477_segment_01_spectrogram,0
b0478_segment_00_spectrogram,0
b0478_segment_01_spectrogram,0
b0479_segment_00_spectrogram,0
b0479_segment_01_spectrogram,0
b0480_segment_00_spectrogram,0
b0480_segment_01_spectrogram,0
b0481_segment_00_spectrogram,0
b0481_segment_01_spectrogram,0
b0482_segment_00_spectrogram,0
b0482_segment_01_spectrogram,0
b0483_segment_00_spectrogram,0
b0483_segment_01_spectrogram,0
b0484_segment_00_spectrogram,1
b0484_segment_01_spectrogram,1
b0485_segment_00_spectrogram,0
b0485_segment_01_spectrogram,0
b0486_segment_00_spectrogram,0
b0486_segment_01_spectrogram,0
b0487_segment_00_spectrogram,0
b0487_segment_01_spectrogram,0
b0488_segment_00_spectrogram,0
b0488_segment_01_spectrogram,0
b0489_segment_00_spectrogram,0
b0489_segment_01_spectrogram,0
b0490_segment_00_spectrogram,0
b0490_segment_01_spectrogram,0
c0001_segment_00_spectrogram,1
c0001_segment_01_spectrogram,1
c0001_segment_02_spectrogram,1
c0001_segment_03_spectrogram,1
c0001_segment_04_spectrogram,1
c0001_segment_05_spectrogram,1
c0001_segment_06_spectrogram,1
c0002_segment_00_spectrogram,1
c0002_segment_01_spectrogram,1
c0002_segment_02_spectrogram,1
c0003_segment_00_spectrogram,0
c0003_segment_01_spectrogram,0
c0003_segment_02_spectrogram,0
c0003_segment_03_spectrogram,0
c0003_segment_04_spectrogram,0
c0003_segment_05_spectrogram,0
c0003_segment_06_spectrogram,0
c0003_segment_07_spectrogram,0
c0003_segment_08_spectrogram,0
c0003_segment_09_spectrogram,0
c0004_segment_00_spectrogram,1
c0004_segment_01_spectrogram,1
c0004_segment_02_spectrogram,1
c0004_segment_03_spectrogram,1
c0004_segment_04_spectrogram,1
c0004_segment_05_spectrogram,1
c0004_segment_06_spectrogram,1
c0004_segment_07_spectrogram,1
c0004_segment_08_spectrogram,1
c0004_segment_09_spectrogram,1
c0005_segment_00_spectrogram,1
c0005_segment_01_spectrogram,1
c0006_segment_00_spectrogram,0
c0006_segment_01_spectrogram,0
c0006_segment_02_spectrogram,0
c0006_segment_03_spectrogram,0
c0006_segment_04_spectrogram,0
c0006_segment_05_spectrogram,0
c0006_segment_06_spectrogram,0
c0006_segment_07_spectrogram,0
c0006_segment_08_spectrogram,0
c0006_segment_09_spectrogram,0
c0007_segment_00_spectrogram,0
c0007_segment_01_spectrogram,0
c0007_segment_02_spectrogram,0
c0007_segment_03_spectrogram,0
c0007_segment_04_spectrogram,0
c0007_segment_05_spectrogram,0
c0007_segment_06_spectrogram,0
c0007_segment_07_spectrogram,0
c0007_segment_08_spectrogram,0
c0007_segment_09_spectrogram,0
c0008_segment_00_spectrogram,1
c0008_segment_01_spectrogram,1
c0008_segment_02_spectrogram,1
c0008_segment_03_spectrogram,1
c0008_segment_04_spectrogram,1
c0008_segment_05_spectrogram,1
c0008_segment_06_spectrogram,1
c0008_segment_07_spectrogram,1
c0008_segment_08_spectrogram,1
c0008_segment_09_spectrogram,1
c0009_segment_00_spectrogram,1
c0009_segment_01_spectrogram,1
c0009_segment_02_spectrogram,1
c0009_segment_03_spectrogram,1
c0009_segment_04_spectrogram,1
c0009_segment_05_spectrogram,1
c0009_segment_06_spectrogram,1
c0009_segment_07_spectrogram,1
c0009_segment_08_spectrogram,1
c0009_segment_09_spectrogram,1
c0010_segment_00_spectrogram,1
c0010_segment_01_spectrogram,1
c0010_segment_02_spectrogram,1
c0010_segment_03_spectrogram,1
c0010_segment_04_spectrogram,1
c0010_segment_05_spectrogram,1
c0010_segment_06_spectrogram,1
c0010_segment_07_spectrogram,1
c0010_segment_08_spectrogram,1
c0010_segment_09_spectrogram,1
c0011_segment_00_spectrogram,0
c0011_segment_01_spectrogram,0
c0011_segment_02_spectrogram,0
c0011_segment_03_spectrogram,0
c0011_segment_04_spectrogram,0
c0011_segment_05_spectrogram,0
c0011_segment_06_spectrogram,0
c0011_segment_07_spectrogram,0
c0011_segment_08_spectrogram,0
c0011_segment_09_spectrogram,0
c0012_segment_00_spectrogram,1
c0012_segment_01_spectrogram,1
c0012_segment_02_spectrogram,1
c0012_segment_03_spectrogram,1
c0012_segment_04_spectrogram,1
c0012_segment_05_spectrogram,1
c0013_segment_00_spectrogram,1
c0013_segment_01_spectrogram,1
c0013_segment_02_spectrogram,1
c0013_segment_03_spectrogram,1
c0013_segment_04_spectrogram,1
c0013_segment_05_spectrogram,1
c0013_segment_06_spectrogram,1
c0013_segment_07_spectrogram,1
c0013_segment_08_spectrogram,1
c0013_segment_09_spectrogram,1
c0014_segment_00_spectrogram,1
c0014_segment_01_spectrogram,1
c0014_segment_02_spectrogram,1
c0014_segment_03_spectrogram,1
